Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/11 11:19:45 pm gmt+5:30,25,male,few times a month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a month,categories,multiple pages,1,yes,sometimes,found a better price elsewhere,sometimes,yes,occasionally,yes,2,sometimes,4,3,product recommendations,customer service responsiveness
2023/06/11 11:20:18 pm gmt+5:30,45,female,few times a month,clothing and fashion,sometimes,rarely,categories,multiple pages,3,no,rarely,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,no,2,1,user-friendly website/app interface,customer service responsiveness
2023/06/11 11:20:57 pm gmt+5:30,36,female,few times a month,beauty and personal care;clothing and fashion,no,few times a week,filter,multiple pages,2,maybe,often,changed my mind or no longer need the item,sometimes,no,occasionally,no,1,yes,2,1,competitive prices,reducing packaging waste
2023/06/11 11:21:30 pm gmt+5:30,36,female,once a week,groceries and gourmet food;beauty and personal care;clothing and fashion,no,few times a month,categories,multiple pages,1,no,often,high shipping costs,often,yes,moderately,sometimes,1,sometimes,1,2,wide product selection,product quality and accuracy
2023/06/11 11:22:19 pm gmt+5:30,43,male,once a month,beauty and personal care,sometimes,multiple times a day,filter,multiple pages,2,no,always,found a better price elsewhere,often,no,rarely,sometimes,1,yes,2,1,competitive prices,product quality and accuracy
2023/06/11 11:22:55 pm gmt+5:30,34,female,multiple times a week,groceries and gourmet food;beauty and personal care;clothing and fashion,no,few times a week,categories,multiple pages,4,maybe,always,high shipping costs,often,yes,occasionally,yes,1,yes,1,1,competitive prices,customer service responsiveness
2023/06/11 11:24:21 pm gmt+5:30,43,male,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,filter,multiple pages,2,no,often,changed my mind or no longer need the item,often,yes,moderately,no,2,no,2,2,competitive prices,reducing packaging waste
2023/06/11 11:25:09 pm gmt+5:30,25,female,few times a month,clothing and fashion;others,no,few times a week,keyword,multiple pages,4,yes,sometimes,found a better price elsewhere,often,no,moderately,no,2,no,2,2,product recommendations,customer service responsiveness
2023/06/11 11:25:48 pm gmt+5:30,43,female,multiple times a week,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a week,filter,multiple pages,3,no,sometimes,found a better price elsewhere,sometimes,no,moderately,sometimes,3,sometimes,2,2,competitive prices,customer service responsiveness
2023/06/11 11:26:21 pm gmt+5:30,56,female,multiple times a week,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,few times a week,filter,first page,2,no,rarely,changed my mind or no longer need the item,often,yes,occasionally,sometimes,3,sometimes,3,2,product recommendations,product quality and accuracy
2023/06/11 11:26:54 pm gmt+5:30,32,female,few times a month,groceries and gourmet food;beauty and personal care,no,few times a month,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,no,3,3,product recommendations,customer service responsiveness
2023/06/11 11:27:25 pm gmt+5:30,21,male,once a week,clothing and fashion,sometimes,few times a week,categories,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,no,occasionally,sometimes,4,sometimes,3,2,competitive prices,customer service responsiveness
2023/06/11 11:27:55 pm gmt+5:30,34,male,less than once a month,clothing and fashion,no,few times a week,categories,first page,2,no,often,found a better price elsewhere,sometimes,yes,occasionally,no,2,no,3,3,user-friendly website/app interface,customer service responsiveness
2023/06/11 11:28:26 pm gmt+5:30,34,female,once a week,groceries and gourmet food;clothing and fashion,no,multiple times a day,keyword,multiple pages,5,no,always,changed my mind or no longer need the item,sometimes,no,never,yes,2,no,3,2,user-friendly website/app interface,product quality and accuracy
2023/06/12 9:40:22 am gmt+5:30,34,female,once a week,clothing and fashion,no,few times a week,keyword,multiple pages,2,no,often,changed my mind or no longer need the item,sometimes,no,occasionally,no,4,sometimes,4,4,user-friendly website/app interface,shipping speed and reliability
2023/06/12 2:41:06 pm gmt+5:30,45,prefer not to say,once a month,clothing and fashion,sometimes,few times a week,keyword,first page,2,maybe,sometimes,others,sometimes,yes,heavily,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/12 2:41:58 pm gmt+5:30,45,female,once a week,beauty and personal care,yes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,2,4,product recommendations,product quality and accuracy
2023/06/12 2:43:30 pm gmt+5:30,45,prefer not to say,less than once a month,home and kitchen,sometimes,few times a month,categories,multiple pages,3,maybe,never,found a better price elsewhere,rarely,no,moderately,sometimes,4,yes,4,4,competitive prices,shipping speed and reliability
2023/06/12 2:44:47 pm gmt+5:30,45,female,few times a month,groceries and gourmet food,sometimes,multiple times a day,categories,multiple pages,3,maybe,often,changed my mind or no longer need the item,rarely,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,product quality and accuracy
2023/06/12 2:48:55 pm gmt+5:30,45,female,few times a month,beauty and personal care,yes,few times a month,others,multiple pages,3,maybe,rarely,found a better price elsewhere,often,yes,occasionally,yes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/12 2:49:47 pm gmt+5:30,45,prefer not to say,once a week,clothing and fashion,sometimes,multiple times a day,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,4,sometimes,3,4,product recommendations,product quality and accuracy
2023/06/12 2:51:24 pm gmt+5:30,25,female,once a month,beauty and personal care,sometimes,few times a month,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,rarely,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/12 2:54:13 pm gmt+5:30,45,prefer not to say,few times a month,beauty and personal care,sometimes,few times a month,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,always,yes,occasionally,sometimes,3,sometimes,3,3,user-friendly website/app interface,product quality and accuracy
2023/06/12 3:27:59 pm gmt+5:30,60,male,once a week,beauty and personal care,sometimes,few times a month,filter,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,sometimes,yes,heavily,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/12 3:29:20 pm gmt+5:30,26,male,few times a month,groceries and gourmet food,sometimes,few times a week,categories,multiple pages,4,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,wide product selection,customer service responsiveness
2023/06/12 3:33:53 pm gmt+5:30,25,prefer not to say,few times a month,beauty and personal care,sometimes,few times a week,filter,multiple pages,4,yes,sometimes,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/12 3:35:24 pm gmt+5:30,45,female,multiple times a week,beauty and personal care,sometimes,few times a week,categories,multiple pages,2,maybe,sometimes,high shipping costs,sometimes,yes,moderately,yes,4,sometimes,3,4,competitive prices,customer service responsiveness
2023/06/12 3:37:14 pm gmt+5:30,12,female,multiple times a week,beauty and personal care,yes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,always,yes,moderately,yes,3,sometimes,4,4,wide product selection,customer service responsiveness
2023/06/12 3:38:48 pm gmt+5:30,56,prefer not to say,few times a month,beauty and personal care,sometimes,multiple times a day,categories,multiple pages,4,no,sometimes,found a better price elsewhere,often,yes,occasionally,yes,3,sometimes,3,4,product recommendations,customer service responsiveness
2023/06/12 3:40:25 pm gmt+5:30,45,female,multiple times a week,beauty and personal care,yes,few times a week,filter,multiple pages,3,maybe,often,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,yes,3,2,competitive prices,customer service responsiveness
2023/06/12 3:42:05 pm gmt+5:30,41,female,once a week,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,often,yes,moderately,sometimes,4,sometimes,3,3,product recommendations,product quality and accuracy
2023/06/12 3:44:16 pm gmt+5:30,23,female,once a week,beauty and personal care,sometimes,few times a week,keyword,multiple pages,3,maybe,often,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/12 3:45:27 pm gmt+5:30,23,female,multiple times a week,beauty and personal care,yes,few times a week,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,4,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/12 3:47:01 pm gmt+5:30,45,female,multiple times a week,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,high shipping costs,sometimes,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/12 3:48:11 pm gmt+5:30,25,female,few times a month,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,high shipping costs,sometimes,yes,occasionally,sometimes,4,sometimes,4,4,product recommendations,reducing packaging waste
2023/06/12 3:49:27 pm gmt+5:30,25,male,multiple times a week,beauty and personal care,sometimes,few times a week,categories,multiple pages,2,yes,sometimes,found a better price elsewhere,always,yes,moderately,sometimes,3,sometimes,3,2,product recommendations,product quality and accuracy
2023/06/12 3:51:31 pm gmt+5:30,23,female,few times a month,clothing and fashion,sometimes,few times a week,keyword,multiple pages,4,maybe,sometimes,high shipping costs,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/12 3:52:33 pm gmt+5:30,23,female,few times a month,clothing and fashion,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,user-friendly website/app interface,customer service responsiveness
2023/06/12 3:53:28 pm gmt+5:30,23,female,once a month,clothing and fashion,sometimes,few times a month,filter,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/12 3:54:44 pm gmt+5:30,23,female,once a week,beauty and personal care,sometimes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/12 3:55:53 pm gmt+5:30,23,prefer not to say,multiple times a week,beauty and personal care;home and kitchen,sometimes,few times a month,keyword,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,always,yes,moderately,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/12 3:56:57 pm gmt+5:30,23,female,multiple times a week,beauty and personal care,sometimes,few times a month,categories,multiple pages,2,maybe,often,found a better price elsewhere,often,yes,moderately,sometimes,3,sometimes,3,5,competitive prices,customer service responsiveness
2023/06/12 3:57:52 pm gmt+5:30,23,female,once a week,groceries and gourmet food,sometimes,few times a week,categories,multiple pages,3,maybe,rarely,high shipping costs,always,yes,moderately,sometimes,4,sometimes,3,4,product recommendations,customer service responsiveness
2023/06/12 3:59:10 pm gmt+5:30,23,female,once a month,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,rarely,yes,moderately,sometimes,4,sometimes,3,4,product recommendations,product quality and accuracy
